"0","1","2","3","4","5","6","7","8","9","10","11","12","13"
"minerID","start","end","total_energy_records_found","totalSealed_GiB","sealingEnergy_upper_MWh","datapointAverageCapacity_GiB","difference_totalperiod_hours","datapointAvgStorageTime_GiB_hours","datapointAvg_Storage_energy_MWh","integrated_GiB_hr","storage_upper_integrated_MWh","total_energy_upper_MWh_recalc","REC_purchase_with_margin"
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
"f01034007","2021-04-01","2021-07-01",710,29056,1.747123976536064,14938.157303370786,2184,32624935.550561797,0.2837491382281356,11487342.4,0.09990896385005715,3.564773574945214,8
"f01034007","2021-07-01","2021-10-01",138111,14003072,841.9983079694663,6457579.502780352,2208,14258335542.139017,124.00914681898504,11242869388.799818,97.78270658464182,1813.7773580894286,3628
"f01034007","2021-10-01","2022-01-01",108922,12688320,762.942872176558,20197960.670198213,2208,44597097159.79765,387.8747244406775,51813445212.26692,450.6375316765428,2342.2101794364844,4685
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
"f0469168","2021-04-01","2021-07-01",130489,17408064,1046.738917933449,8382696.396349174,2184,18307808929.626595,159.22866724368006,16360050442.133121,142.288410259991,2294.822743413339,4590
"f0469168","2021-07-01","2021-10-01",74531,9259072,556.7437600383303,22779387.84141253,2208,50296888353.83887,437.44756840485996,49750119526.40115,432.6921510844175,1909.611308466903,3820
"f0469168","2021-10-01","2022-01-01",129,0,0,26667136,2208,58881036288,512.1065535533871,58881036288,512.1065535533871,988.3656483580371,1977
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
"f01169696","2021-07-01","2021-10-01",1333,1616512,97.20012643028173,907994.127340824,2208,2004851033.1685393,17.43680848214164,54221809.0666666,0.4715838157593609,188.5064007748593,378
"f01169696","2021-10-01","2022-01-01",33365,29995584,1803.620732261892,16755124.882908262,2208,36995315741.46144,321.75968420991103,48197329394.13314,419.1870558422412,4290.019031040977,8581
0,0,,,,,,,,,,,,
"f0161542","2021-01-01","2021-04-01",26134,7759488,466.5744607118623,4167180.6256504436,2160,9001110151.404959,78.28543429915527,5914457590.399982,51.43986389680245,999.767646494723,2000
"f0161542","2021-04-01","2021-07-01",26984,11206400,673.8357010825216,13145570.483065292,2184,28709925935.0146,249.6990907469766,29666170413.86692,258.01584424337045,1798.4734824789716,3597
"f0161542","2021-07-01","2021-10-01",15208,7643328,459.58981309641524,22984743.5234714,2208,50750313699.82485,441.3911486450392,57183092173.8663,497.3390093110914,1846.8726272464878,3694
"f0161542","2021-10-01","2022-01-01",45,0,0,26609216,2208,58753148928,510.9942776951243,58753148927.999985,510.9942776951242,986.2189559515897,1973
0,0,,,,,,,,,,,,
"f0142721","2021-01-01","2021-04-01",37284,5689472,342.10534640110797,2347831.6751595773,2160,5071316418.3446865,44.106804783028025,4927949337.066663,42.85989700906855,742.9829197816407,1486
"f0142721","2021-04-01","2021-07-01",40809,20843712,1253.3228591413983,17175822.72230526,2184,37511996825.51469,326.25341913581383,36587505836.79973,318.2128355478095,3033.063890750171,6067
"f0142721","2021-07-01","2021-10-01",675,23872,1.435412430061568,26546316.100443132,2208,58614265949.778435,509.78636955002315,58614811401.06672,509.7911135082987,986.6671950610352,1974
"f0142721","2021-10-01","2022-01-01",845,25792,1.5508611509780479,26570794.011806376,2208,58668313178.06848,510.2564349828621,58660789619.19996,510.19100026830023,987.661792539207,1976
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
"f0442371","2021-04-01","2021-07-01",148127,16403840,986.3553886034329,8408895.28926334,2184,18365027311.751133,159.7263131805888,15254174062.399963,132.6702619191361,2159.7195055085576,4320
