"0","1","2","3","4","5","6","7","8"
"total_energy_upper_MWh","total_energy_records_found",,,,,,,
"f044405","2020-06-01","2021-01-01",128,0.007696581394432,322646.1333333333,0.002806153046466232,0.020270277470933587,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f0866501","2021-04-01","2021-07-01",128,0.007696581394432,151711.2,0.0013194791509347533,0.017400996852557832,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f0504467","2021-04-01","2021-07-01",128,0.007696581394432,260315.2,0.002264041673069691,0.019224002520278265,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f01281146","2021-07-01","2021-10-01",128,0.007696581394432,77911.73333333332,0.0006776224019487128,0.016162213327014775,1
0,0,,,,,,,
"f09036","2020-06-01","2021-01-01",192,0.011544872091648,651557.3333333333,0.005666795312224664,0.03321851808947424,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f016408","2020-06-01","2021-01-01",128,0.007696581394432,428295.7333333333,0.0037250202395580816,0.02204369115360086,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f01381814","2021-10-01","2022-01-01",128,0.007696581394432,199802.40000000002,0.0017377431666661786,0.018208246402919487,1
"f090052","2020-06-01","2021-01-01",128,0.007696581394432,239594.93333333332,0.0020838311159817827,0.0188761961450986,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f023142","2020-06-01","2021-01-01",128,0.007696581394432,365598.6666666667,0.003179724491508941,0.020991270359866015,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f0119336","2021-01-01","2021-04-01",256,0.015393162788864,473968.5333333333,0.004122250683749498,0.037664748002144054,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f019275","2021-01-01","2021-04-01",128,0.007696581394432,267836.5333333333,0.002329457031464878,0.019350254161980975,1
0,0,,,,,,,
