"0","1","2","3","4","5","6","7","8"
"minerID","start","end","totalSealed_GiB","sealingEnergy_upper_MWh","integrated_GiB_hr","storage_upper_integrated_MWh","total_energy_upper_MWh_recalc","REC_purchase_with_margin"
"f034581","2020-06-01","2021-01-01",410656,24.692557258686463,177737207.73333207,1.5458353763564645,50.64009778563285,102
"f034581","2021-01-01","2021-04-01",246720,14.83516063776768,1151799396.8000028,10.017555000137293,47.965741181156595,96
"f034581","2021-04-01","2021-07-01",781280,46.978008686264324,1888485678.6666837,16.424743063396484,122.36731087684535,245
"f034581","2021-07-01","2021-10-01",804064,48.34800017447321,4662272713.066663,40.54922537600038,171.57164531241403,344
"f034581","2021-10-01","2022-01-01",0,0,4951855104,43.06781284557662,83.12087879196287,167
"f0117565","2020-06-01","2021-01-01",283936,17.072941678198784,4680563.733333334,0.04070830802705843,33.029344473415875,67
"f0117565","2021-01-01","2021-04-01",1771008,106.48990017336115,2303595194.6666574,20.035078699239996,244.19320922412018,489
"f0117565","2021-04-01","2021-07-01",181888,10.936842161487872,4761782533.066662,41.414693006625335,101.03846287445849,203
0,0,,,,,,,
"f0117565","2021-10-01","2022-01-01",0,0,4938713088,42.95351267450651,82.90027946179757,166
0,0,,,,,,,
0,0,,,,,,,
"f0746542","2021-04-01","2021-07-01",565376,33.99580001920614,399495328.00000155,3.4745342215462194,72.31774508465206,145
"f0746542","2021-07-01","2021-10-01",1670272,100.43269061594316,3510138013.333329,30.52875414271895,252.75558838421787,506
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f0443179","2021-04-01","2021-07-01",1375936,82.73440169944678,915210998.4000014,7.959872646811716,175.0399494882789,351
"f0443179","2021-07-01","2021-10-01",655744,39.42958648367514,3803757663.999991,33.08245490679837,139.94823988361387,280
"f0443179","2021-10-01","2022-01-01",201152,12.095177661349886,4852211101.866668,42.20117819150606,104.79196679601198,210
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f01224379","2021-07-01","2021-10-01",594528,35.748696431788034,166568550.93333328,1.448698119571573,71.79097148412404,144
"f01224379","2021-10-01","2022-01-01",2146816,129.08706314741352,4443330162.666681,38.6450144113171,323.7229096883501,648
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f01469945","2021-10-01","2022-01-01",13313216,800.5175825441751,6844054658.666642,59.52485663529458,1659.8819076163763,3320
0,0,,,,,,,
0,0,,,,,,,
"f0848972","2021-04-01","2021-07-01",666816,40.095340774293504,276812551.466669,2.4075242327351116,82.03052946356523,165
"f0848972","2021-07-01","2021-10-01",1557632,93.659698988843,2660537841.0666676,23.13951910973236,225.42249093025046,451
"f0848972","2021-10-01","2022-01-01",0,0,4911581184,42.71753812778114,82.4448485866176,165
"f065610","2020-06-01","2021-01-01",749632,45.075028936491,612593275.4666662,5.327912869854672,97.27767768624715,195
"f065610","2021-01-01","2021-04-01",1216800,73.1656268808192,2552977346.13331,22.204032273369663,184.0634421675845,369
"f065610","2021-04-01","2021-07-01",255456,15.360452317937662,4797323706.666667,41.723805567629135,110.17261771914391,221
"f065610","2021-07-01","2021-10-01",1568,0.094283122081792,4907132355.199999,42.67884529002309,82.55213783536242,166
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f0690971","2021-04-01","2021-07-01",693824,41.719319448518654,967657262.4000006,8.416013998883408,96.76119355348598,194
"f0690971","2021-07-01","2021-10-01",906880,54.530279179550725,2425494524.7999783,21.09527481280201,145.95731920524076,292
"f0690971","2021-10-01","2022-01-01",619392,37.24375736765645,4508517809.599994,39.211971504972695,147.55955672417426,296
0,0,,,,,,,
"f0396352","2021-01-01","2021-04-01",1371328,82.45732476924724,136984960.53333488,1.1914004992074112,161.44203976811747,323
"f0396352","2021-04-01","2021-07-01",839360,50.47033249398783,4775122862.4000025,41.53071796998958,177.56202739547638,356
0,0,,,,,,,
"f0396352","2021-10-01","2022-01-01",34880,2.09731842998272,4881460055.466661,42.4555653722933,85.98706573839272,172
0,0,,,,,,,
"f0397794","2021-01-01","2021-04-01",633920,38.11731935592448,154010859.73333248,1.3394800017116002,76.15162276023763,153
"f0397794","2021-04-01","2021-07-01",1576384,94.78724816312729,3934467213.3333254,34.21927621711305,248.98259205386384,498
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f0154238","2021-01-01","2021-04-01",1343424,80.77947002526106,1180045074.6666703,10.263216382085934,175.7123847661797,352
"f0154238","2021-04-01","2021-07-01",230016,13.830756765794304,3112917254.9333434,27.074002555312926,78.94618548973695,158
"f0154238","2021-07-01","2021-10-01",636096,38.24816123962982,4475667681.60001,38.92626379847827,148.94664032354862,298
"f0154238","2021-10-01","2022-01-01",0,0,4878655488,42.43117318305711,81.89216424330023,164
0,0,,,,,,,
0,0,,,,,,,
"f0822818","2021-04-01","2021-07-01",741824,44.60553747143065,216348506.1333331,1.8816497607217701,89.72027135805418,180
"f0822818","2021-07-01","2021-10-01",1465344,88.11046380345753,4355252461.866678,37.87897545132026,243.15961776172114,487
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f01069894","2021-04-01","2021-07-01",27264,1.639371837014016,1092523.7333333336,0.00950201625216025,3.18232653680372,7
"f01069894","2021-07-01","2021-10-01",2177920,130.95733242626048,3529583621.333332,30.697878599800916,311.9945572802985,624
"f01069894","2021-10-01","2022-01-01",0,0,4869046272,42.3475988644252,81.73086580834064,164
0,0,,,,,,,
0,0,,,,,,,
"f0867296","2021-04-01","2021-07-01",62880,3.78094561001472,3746414.9333333354,0.032583727472223205,7.3601116213498,15
"f0867296","2021-07-01","2021-10-01",2138656,128.59640608351847,3617578355.9999957,31.46319597771829,308.91503197818696,618
"f0867296","2021-10-01","2022-01-01",0,0,4860991488,42.27754392086611,81.59565976727158,164
0,0,,,,,,,
"f0145503","2021-01-01","2021-04-01",768512,46.210274692169726,510560956.8000015,4.4405062894427125,97.75600729451202,196
"f0145503","2021-04-01","2021-07-01",366656,22.04685740435046,2391298473.0666656,20.797861192012036,82.69030689097961,166
"f0145503","2021-07-01","2021-10-01",1063424,63.94319822494105,3852592481.59999,33.507186394407064,188.07924231534184,377
"f0145503","2021-10-01","2022-01-01",704,0.042331197669376,4855215786.666667,42.227310862981405,81.58040917705601,164
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f01180639","2021-07-01","2021-10-01",1194112,71.80140782865612,550770468.7999988,4.790220830974631,147.82184331308736,296
