"0","1","2","3","4","5","6","7","8"
"f044797","2020-06-01","2021-01-01",288,0.017317308137472,613751.2000000001,0.00533798369705853,0.04372471324064392,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f033048","2020-06-01","2021-01-01",64,0.003848290697216,225018.93333333335,0.0019570591432861288,0.01120432519216911,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f01387566","2021-10-01","2022-01-01",29568,1.7779103021137919,22055371.199999988,0.19182237346040895,3.8015840638582077,8
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f01387466","2021-10-01","2022-01-01",25984,1.5624060230696961,18538815.466666657,0.16123780242522234,3.3266325832051926,7
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f01174378","2021-07-01","2021-10-01",32,0.001924145348608,70656,0.0006145170487640064,0.004899618426927973,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f01387465","2021-10-01","2022-01-01",26944,1.620130383527936,19811275.73333335,0.17230478226757792,3.4593998699853414,7
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f01387460","2021-10-01","2022-01-01",27328,1.6432201277112322,19565041.066666655,0.17016320334061621,3.4998298289300673,7
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f01169692","2021-10-01","2022-01-01",50112,3.013211615920128,33235918.400000006,0.28906304472556243,6.373390095046182,13
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f01387459","2021-10-01","2022-01-01",26560,1.59704063934464,19799917.866666652,0.1722059993941592,3.414646012765882,7
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f01169691","2021-10-01","2022-01-01",15872,0.954376092909568,15110182.400000006,0.1314179219703045,2.095582448718154,5
"f046074","2020-06-01","2021-01-01",64,0.003848290697216,219885.86666666667,0.0019124152775265484,0.011118162531253119,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f090869","2020-06-01","2021-01-01",384,0.023089744183296,392992.5333333333,0.0034179774084336844,0.051159902672038286,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f01129431","2021-07-01","2021-10-01",170432,10.247998126686207,149310559.73333338,1.2986000412792957,22.284934464173418,45
"f01129431","2021-10-01","2022-01-01",128,0.007696581394432,376504359.2,3.2745746668700093,6.3347835091503715,13
"f0116707","2020-06-01","2021-01-01",64,0.003848290697216,165594.6666666667,0.0014402279473938434,0.010206840984096998,1
"f0116707","2021-01-01","2021-04-01",896,0.053876069761024,1885591.2,0.016399568888691426,0.13563198259395076,1
"f0116707","2021-04-01","2021-07-01",0,0,2096640,0.018235125468758016,0.03519379215470297,1
0,0,,,,,,,
0,0,,,,,,,
"f044874","2020-06-01","2021-01-01",704,0.042331197669376,1336642.4000000001,0.011625191673755076,0.10413583143224296,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f01128302","2021-07-01","2021-10-01",126848,7.627312161882112,110811984.80000006,0.9637660477097199,16.580780944512234,34
"f01128302","2021-10-01","2022-01-01",64,0.003848290697216,280190892,2.436906703498563,4.7106571387978535,10
0,0,,,,,,,
0,0,,,,,,,
"f01016255","2021-04-01","2021-07-01",489088,29.408637508124674,139984147.2000001,1.2174853517194621,59.10841711949918,119
"f01016255","2021-07-01","2021-10-01",0,0,1079906304,9.392278573309072,18.127097646486508,37
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f01308862","2021-10-01","2022-01-01",52096,3.1325086275338236,33884038.39999999,0.29469994448842646,6.614512544002943,14
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f0883203","2021-07-01","2021-10-01",11264,0.677299162710016,9753930.133333333,0.08483294213352456,1.4709149623480333,3
"f0883203","2021-10-01","2022-01-01",18048,1.0852179766149121,43851577.60000002,0.3813907106317626,2.8305547663860824,6
0,0,,,,,,,
0,0,,,,,,,
"f0136811","2021-04-01","2021-07-01",311232,18.71423766056141,471141109.33333373,4.097659704185353,44.02696191396125,89
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f01126517","2021-07-01","2021-10-01",103488,6.222686057398271,90967445.8666667,0.7911719651209173,13.536745983462035,28
"f01126517","2021-10-01","2022-01-01",160,0.009620726743039999,228732231.46666667,1.9893548437231319,3.8580228509997117,8
0,0,,,,,,,
0,0,,,,,,,
"f01016239","2021-04-01","2021-07-01",554464,33.339666455330814,187294362.93333408,1.6289569061357447,67.48944308763045,135
0,0,,,,,,,
0,0,,,,,,,
"f024903","2020-06-01","2021-01-01",128,0.007696581394432,355947.2,0.0030957827057831117,0.02082926271341517,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f024985","2020-06-01","2021-01-01",256,0.015393162788864,618156,0.005376293602748007,0.04008505083581117,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f016305","2020-06-01","2021-01-01",1024,0.061572651155456,2705142.933333333,0.02352746337008615,0.16424322103429637,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f01000","2020-06-01","2021-01-01",0,0,0,0,0,0
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f020775","2020-06-01","2021-01-01",32,0.001924145348608,164352,0.0014294200916901887,0.006472381299775504,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
