"0","1","2","3","4","5","6","7","8","9","10","11","12","13"
"minerID","start","end","total_energy_records_found","totalSealed_GiB","sealingEnergy_upper_MWh","datapointAverageCapacity_GiB","difference_totalperiod_hours","datapointAvgStorageTime_GiB_hours","datapointAvg_Storage_energy_MWh","integrated_GiB_hr","storage_upper_integrated_MWh","total_energy_upper_MWh_recalc","REC_purchase_with_margin"
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
"f01210520","2021-07-01","2021-10-01",13985,6196512,372.59342944980176,3932820.1184041183,2208,8683666821.436293,75.52453164004402,2308277148.8000116,20.075799100005355,757.8516111011278,1516
"f01210520","2021-10-01","2022-01-01",71757,9545856,573.9879506525552,12019279.551381031,2208,26538569249.449318,230.81413119325757,28863040182.13347,251.03077263192918,1592.286135939055,3185
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
"f01242788","2021-07-01","2021-10-01",1247,7881216,473.8939096179671,4002544.4739791835,2208,8837618198.546038,76.86349430301156,2508476228.8000026,21.816992315116085,956.7220407308505,1914
"f01242788","2021-10-01","2022-01-01",5466,7712768,463.76520850289455,13754083.87417703,2208,30369017194.18288,264.1287197128712,32249167752.53328,280.4809696612052,1436.3951238567124,2873
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
"f01122841","2021-07-01","2021-10-01",121965,10151776,610.4216428284477,4597276.801993999,2208,10150787178.80275,88.28453039726817,5777527956.800022,50.24894459301814,1275.094233723429,2551
"f01122841","2021-10-01","2022-01-01",82320,5459104,328.253424036479,13494159.85675587,2208,29795104963.71696,259.1372278351045,32505253207.73339,282.7082239377134,1179.1559805901913,2359
0,0,,,,,,,,,,,,
"f0160735","2021-01-01","2021-04-01",58017,3191232,191.8873190352814,1447176.2567479059,2160,3125900714.5754766,27.186923712780523,1874748083.733321,16.305262958443397,401.8116832478888,804
"f0160735","2021-04-01","2021-07-01",85186,6529280,392.6026169299763,6358953.832486178,2184,13887955170.149813,120.78783435981781,15044533262.39994,130.84695114982364,1010.2576663940139,2021
"f0160735","2021-07-01","2021-10-01",76593,4356288,261.9416028874015,11806753.802728638,2208,26069312396.42483,226.73285944800037,26697663285.86654,232.19782115214377,953.6890883963223,1908
"f0160735","2021-10-01","2022-01-01",47588,1948672,117.17275514883276,15063856.842529943,2208,33260995908.306114,289.28115155859325,33248267103.466713,289.1704452125759,784.2423766975187,1569
0,0,,,,,,,,,,,,
"f0217789","2021-01-01","2021-04-01",56295,2163872,130.11263261822157,1049408.1836009664,2160,2266721676.5780873,19.714378326825276,815890681.6000133,7.096053184030992,264.81276359834743,530
"f0217789","2021-04-01","2021-07-01",36870,1592480,95.75509327347712,3006946.970790052,2184,6567172184.205473,57.11672426068587,7844036211.733338,68.2220049710197,316.4757996118788,633
"f0217789","2021-07-01","2021-10-01",118595,5943936,357.4061502132388,7390745.478093696,2208,16318766015.63088,141.92934685512697,14451545897.333456,125.68955693652259,932.3747147990395,1865
"f0217789","2021-10-01","2022-01-01",174351,8412960,505.8674328757862,13607465.36918418,2208,30045283535.15867,261.31310811967137,31127792009.599575,270.7280185727886,1498.8292212957492,2998
0,0,,,,,,,,,,,,
"f0402661","2021-01-01","2021-04-01",14971,8865216,533.0613790876631,4353162.249916516,2160,9402830459.819675,81.77931986238524,1803588817.0666678,15.686368844083646,1059.0831535082712,2119
"f0402661","2021-04-01","2021-07-01",10074,6499776,390.82855491855975,12302294.01508535,2184,26868210128.946407,233.68111970690853,32571306740.80001,283.28271191043376,1301.0347449799574,2603
"f0402661","2021-07-01","2021-10-01",96,0,0,15364992,2208,33925902336,295.06404806633026,33925902335.999985,295.06404806633014,569.4736127680171,1139
"f0402661","2021-10-01","2022-01-01",95,0,0,15364992,2208,33925902336,295.06404806633026,33925902335.999996,295.0640480663302,569.4736127680172,1139
"f066302","2020-06-01","2021-01-01",28457,2469344,148.48052411603354,984580.7855511437,5136,5056806914.590674,43.980611148716065,1312707110.9333396,11.417019074137809,308.6022583570307,618
"f066302","2021-01-01","2021-04-01",94897,3601824,216.57602800327066,4253321.757676664,2160,9187174996.581594,79.90369770971739,9113651448.26663,79.26424070783264,570.9717186124294,1142
"f066302","2021-04-01","2021-07-01",110729,7726176,464.57142540396137,9652570.818629267,2184,21081214667.88632,183.34983330601767,18926304939.199776,164.60791801467224,1214.3161327979628,2429
"f066302","2021-07-01","2021-10-01",12085,1520544,91.42961452980633,14724961.14909813,2208,32512714217.20867,282.7731146408886,33680423154.933243,292.9290398309058,741.8122029161744,1484
"f066302","2021-10-01","2022-01-01",1093,0,0,15317760,2208,33821614080,294.1570209023546,33821614080,294.1570209023546,567.7230503415443,1136
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
"f01209185","2021-07-01","2021-10-01",5460,4268288,256.6502031787295,1376694.1340168437,2208,3039740647.909191,26.437563008960947,1718310567.200001,14.944677573252807,524.1781198513258,1049
"f01209185","2021-10-01","2022-01-01",13620,11046816,664.2399882290134,10351016.778740274,2208,22855045047.458523,198.77738383056828,27446703139.46651,238.71245204323412,1742.6982097254377,3486
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
"f0723827","2021-04-01","2021-07-01",95178,8572992,515.4900837641749,4379120.4195839465,2184,9563998996.37134,83.18105238949325,5563768872.000053,48.38981582917965,1088.2882062151741,2177
"f0723827","2021-07-01","2021-10-01",65756,6653056,400.045211138392,12423178.379877733,2208,27430377862.770035,238.57046607097732,25301141661.866753,220.0518413780911,1196.7873113568123,2394
"f0723827","2021-10-01","2022-01-01",23,0,0,15226048,2208,33619113984,292.395815040597,33619113984,292.395815040597,564.3239230283522,1129
"f024972","2020-06-01","2021-01-01",61596,4176992,251.16061649915085,2002324.7050878275,5136,10283939685.331081,89.4425988606304,4851004988.533334,42.19068825142913,566.1680181686194,1133
"f024972","2021-01-01","2021-04-01",28,0,0,4176992,2160,9022302720,78.46975261194898,9022302720,78.46975261194898,151.44662254106152,303
"f024972","2021-04-01","2021-07-01",111616,4392768,264.1351285848146,6180105.054678051,2184,13497349439.416862,117.39061571058319,11720584186.39994,101.93753968547009,706.5202497616494,1414
"f024972","2021-07-01","2021-10-01",124435,6007072,361.2024889860424,11533669.130646523,2208,25466341440.46752,221.4886348620445,23644591189.333,205.64431041808683,1094.0143228499694,2189
"f024972","2021-10-01","2022-01-01",12303,615200,36.9916943269888,14889362.520156046,2208,32875712444.50455,285.93022230824073,33493557782.93334,291.3038139913795,633.6103310544509,1268
0,0,,,,,,,,,,,,
"f0154020","2021-01-01","2021-04-01",123053,15098432,907.8618032523182,7170793.812847913,2160,15488914635.751493,134.71187316745403,11244068878.93325,97.79313892070412,1940.914038393933,3882
0,0,,,,,,,,,,,,
"f0154020","2021-07-01","2021-10-01",2,0,0,15098432,2208,33337337856,289.9451210501261,33337337856,289.9451210501261,559.5940836267433,1120
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
"f0392999","2021-01-01","2021-04-01",21028,1322240,79.50568580448257,685338.2908226344,2160,1480330708.1768901,12.874893257240632,633373881.0666662,5.508648213276898,164.07766465427576,329
"f0392999","2021-04-01","2021-07-01",42158,2541696,152.83101674923623,2777595.990891841,2184,6066269644.10778,52.76022020357496,5837970503.999993,50.774632089127536,392.9589022580421,786
"f0392999","2021-07-01","2021-10-01",75786,9912832,596.0540495103918,9162162.752097957,2208,20230055356.63229,175.94703795983574,20169470898.133568,175.42011621734252,1488.9451398545273,2978
"f0392999","2021-10-01","2022-01-01",8915,1047488,62.984973841334266,14285990.929684872,2208,31543467972.744198,274.3432807743535,32565210753.066654,283.2296932228318,668.1943074338404,1337
0,0,,,,,,,,,,,,
"f0432345","2021-01-01","2021-04-01",7373,802944,48.28065508727194,417573.09031733114,2160,901957875.0854353,7.844606141119735,60037828.26666652,0.5221675305795991,94.18944765245347,189
"f0432345","2021-04-01","2021-07-01",21898,1523360,91.59893932048384,1613391.882369058,2184,3523647871.0940228,30.646253547161923,4091105873.0666714,35.58161100682213,245.45846213170051,491
"f0432345","2021-07-01","2021-10-01",38597,7990208,480.44754867532595,3971474.4377833623,2208,8769015558.625664,76.2668359608851,9400798797.066647,81.7616498640967,1085.0637531810858,2171
"f0432345","2021-10-01","2022-01-01",4502,4314912,259.45368295165133,12478698.55062167,2208,27552966399.772648,239.636656429491,31477404862.933395,273.7687095097318,1029.1192174504695,2059
0,0,,,,,,,,,,,,
"f0219106","2021-01-01","2021-04-01",25933,2403072,144.49561909906637,1119836.5968998226,2160,2418847049.303617,21.037459665839897,753346491.7333357,6.552087052715798,291.5220728729396,584
"f0219106","2021-04-01","2021-07-01",135586,10431040,627.2136592857498,8045952.948763524,2184,17572361240.099537,152.83225160044418,17033193331.73361,148.1429418201383,1496.438240134364,2993
"f0219106","2021-07-01","2021-10-01",636,1604608,96.48434436059955,14085946.382445142,2208,31101769612.438873,270.5016937496319,31631997119.466667,275.11324609893296,717.1833495868977,1435
"f0219106","2021-10-01","2022-01-01",3,0,0,14438656,2208,31880552448,277.2750085387098,31880552448,277.2750085387098,535.1407664797099,1071
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
"f01035021","2021-04-01","2021-07-01",10589,1060416,63.7623285621719,525505.6376168445,2184,1147704312.5551884,9.98193878800296,171877556.53333393,1.4948721805597973,125.94639743347217,252
"f01035021","2021-07-01","2021-10-01",19127,11205184,673.7625835592744,4786806.23221287,2208,10569268160.726017,91.92418871326893,13895176863.733292,120.85064365878743,1533.6035285308594,3068
"f01035021","2021-10-01","2022-01-01",8594,3095584,186.13604858829208,13704331.045137273,2208,30259162947.663097,263.17328341070964,30982607549.06666,269.46530449028916,879.3106114416619,1759
"f0113754","2020-06-01","2021-01-01",7483,853760,51.33619790086144,393354.3460253841,5136,2020267921.1863728,17.570893917573088,74089995.19999994,0.6443835653482134,100.32252222978464,201
"f0113754","2021-01-01","2021-04-01",98109,10721184,644.6598851615786,6996078.254222259,2160,15111529029.120079,131.42963401956638,15234927143.733456,132.50286552453773,1499.9241088242043,3000
0,0,,,,,,,,,,,,
"f0113754","2021-07-01","2021-10-01",2848,2749504,165.32641664309656,13677047.870877193,2208,30198921698.896843,262.6493466692341,30857179441.066647,268.37441750602426,837.0426099078032,1675
"f0113754","2021-10-01","2022-01-01",2,0,0,14324448,2208,31628381184,275.08179719167106,31628381184,275.08179719167106,530.9078685799251,1062
0,0,,,,,,,,,,,,
"f0150666","2021-01-01","2021-04-01",27200,4323264,259.955884887638,2153220.18557459,2160,4650955600.841115,40.45079695654025,2663915958.399996,23.16889963925647,546.4308341369064,1093
"f0150666","2021-04-01","2021-07-01",55003,7123904,428.35708579781016,7823001.741950732,2184,17085435804.420399,148.59731073623345,17851323740.26665,155.25847460087618,1126.3780315694644,2253
"f0150666","2021-07-01","2021-10-01",3801,2855488,171.69918603768625,12231889.737575598,2208,27008012540.56692,234.89702444817792,30538939913.60003,265.6065900714279,844.0001478905903,1689
"f0150666","2021-10-01","2022-01-01",14,0,0,14302656,2208,31580264448,274.6633110814627,31580264448.000004,274.6633110814628,530.1001903872232,1061
"f080868","2020-06-01","2021-01-01",19727,2870464,172.5996860608348,1479222.4103811842,5136,7597286299.717762,66.0759447961642,983483838.6666684,8.553662619516208,349.6259629530775,700
"f080868","2021-01-01","2021-04-01",80873,4727296,284.2501440591626,5011651.936197047,2160,10825168182.185621,94.1498302152787,10580103132.800089,92.01842381095915,726.198335989335,1453
"f080868","2021-04-01","2021-07-01",46391,4253984,255.79011020790168,9827594.961653698,2184,21463467396.25168,186.67440331446804,24195285997.600044,210.43387320604432,899.8122879889158,1800
"f080868","2021-07-01","2021-10-01",30405,2368672,142.42716284931277,13032984.319663236,2208,28776829377.816425,250.28097064709448,30506940124.533344,265.32827802519927,786.9680008878082,1574
"f080868","2021-10-01","2022-01-01",43133,1871104,112.50862682380698,15089395.379529385,2208,33317384998.00088,289.771584883176,32098130089.333416,279.1673484677922,755.9346323127863,1512
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
"f01246563","2021-07-01","2021-10-01",18136,940224,56.53523863280025,414801.95578100014,2208,915882718.3644483,7.96571480275244,85871811.9999994,0.746853663981222,110.55443813278823,222
"f01246563","2021-10-01","2022-01-01",152317,15845376,952.7752039795262,7418575.034861277,2208,16380213676.9737,142.46377613929025,22561862156.266712,196.22748169850178,2217.575183358594,4436
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
"f0708763","2021-04-01","2021-07-01",128027,7461376,448.64912264423015,3693150.4161088504,2184,8065840508.78173,70.1511054299383,6277202593.066764,54.594769191366,971.2607112427006,1943
"f0708763","2021-07-01","2021-10-01",103602,6617664,397.9171063828316,10482621.92872862,2208,23145629218.632793,201.304684092224,24906953971.199707,216.62346931729212,1186.063311101239,2373
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
"f0133957","2021-01-01","2021-04-01",59412,6495936,390.5976574767268,3505008.6630087183,2160,7570818712.098831,65.84574801412887,5503359310.933314,47.86441522365625,846.2318003117392,1693
"f0133957","2021-04-01","2021-07-01",79519,7707200,463.4304072122368,10521055.28491845,2184,22977984742.261894,199.8466283169037,24724805869.33354,215.03927103269123,1309.446479012711,2619
"f0133957","2021-07-01","2021-10-01",7,192,0.011544872091648,14203271.111111112,2208,31360822613.333336,272.754757687346,31360909165.333332,272.75551045681493,526.4404167847897,1053
"f0133957","2021-10-01","2022-01-01",19,0,0,14203328,2208,31360948224,272.7558501620993,31360948224.000015,272.7558501620994,526.4187908128519,1053
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
"f01421241","2021-10-01","2022-01-01",60128,14300608,859.8890114208235,8046669.564210877,2208,17767046397.777615,154.52548853056314,16561703322.133324,144.04224762259977,1937.587329953807,3876
"f095970","2020-06-01","2021-01-01",38684,6067520,364.83719954956285,3131888.7341346773,5136,16085380538.515703,139.8995212971956,1248699154.4000096,10.860322112149063,725.0962168071039,1451
"f095970","2021-01-01","2021-04-01",44008,7960256,478.64654862902887,9985665.961053422,2160,21569038475.87539,187.5925875916022,28573663473.333324,248.51397404337467,1403.4198087577388,2807
"f095970","2021-04-01","2021-07-01",6,0,0,14027680,2184,30636453120,266.45469253707023,30636453119.999996,266.45469253707023,514.2575565965456,1029
"f095970","2021-07-01","2021-10-01",9,0,0,14027680,2208,30973117440,269.38276608143366,30973117440.000004,269.3827660814337,519.9087385371671,1040
"f095970","2021-10-01","2022-01-01",8,0,0,14027680,2208,30973117440,269.38276608143366,30973117439.999996,269.38276608143366,519.908738537167,1040
"f0100033","2020-06-01","2021-01-01",49114,7204128,433.18091818677044,3697904.708541179,5136,18992438583.067497,165.18310273576606,1852760324.7999961,16.1140286297432,867.1392473558712,1735
"f0100033","2021-01-01","2021-04-01",43454,6799168,408.8308588001362,10506175.28422506,2160,22693338613.92613,197.37097304733004,28760128084.80002,250.13571434479908,1271.805486169725,2544
"f0100033","2021-04-01","2021-07-01",1,0,0,14003040,2184,30582639360,265.9866576500388,30582639360,265.9866576500388,513.3542492645748,1027
"f0100033","2021-07-01","2021-10-01",12,0,0,14003040,2208,30918712320,268.90958795388536,30918712320,268.90958795388536,518.9955047509987,1038
"f0100033","2021-10-01","2022-01-01",5,0,0,14003040,2208,30918712320,268.90958795388536,30918712320,268.90958795388536,518.9955047509987,1038
"f073525","2020-06-01","2021-01-01",76588,11580128,696.3077946089144,5518324.057188369,5136,28342112357.719463,246.50010249382416,5343665797.866689,46.47551143124713,1433.5717806575117,2868
"f073525","2021-01-01","2021-04-01",13847,2355744,141.64980812847514,12713128.707105719,2160,27460358007.34835,238.8312126454761,29731948647.733326,258.58793785394124,772.4588497460636,1545
"f073525","2021-04-01","2021-07-01",53,0,0,13935584,2184,30435315456,264.7053361671007,30435315455.999992,264.70533616710065,510.88129880250426,1022
"f073525","2021-07-01","2021-10-01",30,0,0,13935584,2208,30769769472,267.61418601509087,30769769472.000008,267.6141860150909,516.4953790091255,1033
"f073525","2021-10-01","2022-01-01",22,0,0,13935584,2208,30769769472,267.61418601509087,30769769472,267.61418601509087,516.4953790091254,1033
0,0,,,,,,,,,,,,
"f0393417","2021-01-01","2021-04-01",42662,3582784,215.4311615208489,1470690.9335020978,2160,3176692416.3645315,27.62867482641718,735501083.1999989,6.396880024496054,428.1281201825157,857
"f0393417","2021-04-01","2021-07-01",86464,7278528,437.654556122284,7257490.027918811,2184,15850358220.974684,137.85545963266628,15146207750.40002,131.73124556643938,1098.9145972592362,2198
"f0393417","2021-07-01","2021-10-01",41296,3061312,184.07528891993294,12579912.582304228,2208,27776446981.727737,241.58033605583702,29648866055.466568,257.86534289521967,852.9454194032446,1706
"f0393417","2021-10-01","2022-01-01",34412,2028352,121.96387706686669,14923767.088278027,2208,32951677730.917885,286.5909158603132,31225710272.533348,271.5796439401765,759.5389955435933,1520
"f099239","2020-06-01","2021-01-01",14380,855104,51.417012005502976,395824.47837574745,5136,2032954520.9378388,17.681233192908813,308423102.40000033,2.6824509547311925,104.41196351325195,209
"f099239","2021-01-01","2021-04-01",96568,5597856,336.59651826804327,3947271.4742880813,2160,8526106384.4622555,74.15417986905143,9009063872.799948,78.35461027003304,800.8556780784872,1602
"f099239","2021-04-01","2021-07-01",33750,1620832,97.4598860523438,7316809.269495141,2184,15979911444.577387,138.98222402105787,17008771442.666622,147.93053711006857,473.6035167034559,948
"f099239","2021-07-01","2021-10-01",20241,5797184,348.58201964452246,9828148.450723708,2208,21700551779.197945,188.73639939853982,27603180471.200005,240.07338371351452,1136.1049284810115,2273
"f099239","2021-10-01","2022-01-01",81,0,0,13870976,2208,30627115008,266.3734760936363,30627115008.000004,266.3734760936364,514.1008088607182,1029
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
"f01264319","2021-07-01","2021-10-01",24399,5237312,314.9171726252769,2300663.5724590165,2208,5079865167.989509,44.18115589832408,908920348.2666622,7.905160920210345,623.0471037427903,1247
"f01264319","2021-10-01","2022-01-01",53318,8552608,514.2644031771116,9603209.288096176,2208,21203886108.116356,184.41674469949865,25581217450.13378,222.48774698888292,1421.9316498203693,2844
"f016398","2020-06-01","2021-01-01",41059,9292384,558.7467953462312,4948033.168213147,5136,25413098351.942722,221.02556328104163,22464816316.799908,195.38344406738813,1455.4713620682853,2911
"f016398","2021-01-01","2021-04-01",16457,2704736,162.63453730039396,10855453.534722645,2160,23447779635.00091,203.93257955969105,25350408524.266697,220.4803304927293,739.4116948407279,1479
"f016398","2021-04-01","2021-07-01",11714,294272,17.694440625799167,12116203.199317114,2184,26461787787.30858,230.14633910886965,26628764916.53325,231.59859075999952,481.13555057459143,963
"f016398","2021-07-01","2021-10-01",8256,1706432,102.6069748598702,13028570.43478261,2208,28767083520,250.19620791239362,30805163703.200005,267.9220205726698,715.1209611848021,1431
"f016398","2021-10-01","2022-01-01",18,0,0,13997824,2208,30907195392,268.80942167493686,30907195392,268.80942167493686,518.8021838326281,1038
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
"f01095558","2021-07-01","2021-10-01",130739,13671936,822.0872519020708,5442557.888956027,2208,12017167818.814907,104.51701911401621,12885190726.666649,112.06648236685535,1802.9167071390273,3606
"f01095558","2021-10-01","2022-01-01",2,0,0,13671936,2208,30187634688,262.5511800503242,30187634688,262.5511800503242,506.7237774971257,1014
0,0,,,,,,,,,,,,
"f0419510","2021-01-01","2021-04-01",9383,465216,27.973225078063106,230199.95225916454,2160,497231896.8797954,4.3245793396442,52975405.866666675,0.4607434622715613,54.87755928284591,110
"f0419510","2021-04-01","2021-07-01",120069,6615680,397.7978093712179,3779919.027092755,2184,8255343155.170576,71.79926845914804,8178270047.466586,71.12893984324384,905.0286259839112,1811
"f0419510","2021-07-01","2021-10-01",101868,6575232,395.36568965057745,9757888.414650189,2208,21545417619.547615,187.38714971060384,24112973775.999832,209.71797839888043,1167.8114793354537,2336
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
"f0715209","2021-04-01","2021-07-01",77459,6276096,377.37877893178984,2791092.9947199235,2184,6095747100.468313,53.01659474342642,4183359565.86669,36.38396985868253,798.5621051656116,1598
"f0715209","2021-07-01","2021-10-01",3189,7193216,432.52478462289514,10132237.477906613,2208,22371980351.2178,194.57602100935097,26055004977.066666,226.6084234040776,1272.1270914920574,2545
"f0715209","2021-10-01","2022-01-01",93,0,0,13469312,2208,29740240896,258.6600580975505,29740240896,258.6600580975505,499.2139121282725,999
0,0,,,,,,,,,,,,
"f0419311","2021-01-01","2021-04-01",10945,1127616,67.8030337942487,579854.2592491093,2160,1252485199.9780762,10.89325051957546,175648100.2666661,1.527665763655966,133.808250146756,268
"f0419311","2021-04-01","2021-07-01",18933,2226752,133.8935782282363,2546520.51840507,2184,5561600812.196673,48.37095954362829,6654777876.266641,57.878658014936846,370.1204159493242,741
"f0419311","2021-07-01","2021-10-01",22530,10098752,607.2333339858043,8409224.998402271,2208,18567568796.472214,161.48787901283342,19049160192.533253,165.67642808747064,1491.7158408014207,2984
"f0419311","2021-10-01","2022-01-01",32,1024,0.061572651155456,13453970.823529411,2208,29706367578.35294,258.3654513947607,29706545988.799995,258.36700308550735,498.7671511717592,998
0,0,,,,,,,,,,,,
"f0397561","2021-01-01","2021-04-01",52451,4955776,297.98854184822375,2406505.266352735,2160,5198051375.321908,45.20905783636922,1261930130.133339,10.975395993488421,596.3004000345044,1193
"f0397561","2021-04-01","2021-07-01",88757,8413440,505.8962950560154,9208152.448044706,2184,20110604946.529636,174.90814085994427,25506406858.66668,221.83709617529803,1404.5254450764348,2810
"f0397561","2021-07-01","2021-10-01",1,0,0,13369216,2208,29519228928,256.7378487690167,29519228927.999996,256.73784876901664,495.5040481242021,992
"f0397561","2021-10-01","2022-01-01",1,0,0,13369216,2208,29519228928,256.7378487690167,29519228928,256.7378487690167,495.5040481242022,992
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
"f0127616","2021-07-01","2021-10-01",9412,13347968,802.6072043927634,6757324.549819418,2208,14920172606.001276,129.76534812173742,18282628956.800007,159.0096692450762,1855.9205661210303,3712
"f0127616","2021-10-01","2022-01-01",1,0,0,13347968,2208,29472313344,256.3298094486374,29472313344,256.3298094486374,494.71653223587015,990
"f019074","2020-06-01","2021-01-01",67440,5080224,305.47154310896025,1896548.3980368027,5136,9740672572.317019,84.71763703177021,1633401316.5333407,14.206195602401934,616.978035712929,1234
"f019074","2021-01-01","2021-04-01",68023,8263616,496.88744653383264,9998514.659767142,2160,21596791665.097027,187.83396564773716,26696066526.66667,232.1839336443442,1407.1077637438812,2815
"f019074","2021-04-01","2021-07-01",157,0,0,13343680,2184,29142597120,253.46216564058017,29142597120,253.46216564058017,489.1819796863197,979
"f019074","2021-07-01","2021-10-01",241,0,0,13343680,2208,29462845440,256.247464164103,29462845439.999992,256.24746416410295,494.55760583671866,990
"f019074","2021-10-01","2022-01-01",168,0,0,13343680,2208,29462845440,256.247464164103,29462845440,256.247464164103,494.5576058367188,990
"f087868","2020-06-01","2021-01-01",53749,6115712,367.7349624445665,3114118.2094883723,5136,15994111123.93228,139.10572301690485,2146372021.066662,18.66766021194974,745.7570617270763,1492
"f087868","2021-01-01","2021-04-01",101867,7162176,430.65836363474534,10318911.287548592,2160,22288848381.104958,193.8529965962554,24512750804.799995,213.19496265926767,1242.636919747445,2486
"f087868","2021-04-01","2021-07-01",36,0,0,13277824,2184,28998767616,252.21123603342338,28998767616,252.21123603342338,486.7676855445071,974
0,0,,,,,,,,,,,,
"f087868","2021-10-01","2022-01-01",30,0,0,13277824,2208,29317435392,254.98278807774668,29317435392,254.98278807774668,492.11678099005104,985
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
0,0,,,,,,,,,,,,
