"0","1","2","3","4","5","6","7","8"
"minerID","start","end","totalSealed_GiB","sealingEnergy_upper_MWh","integrated_GiB_hr","storage_upper_integrated_MWh","total_energy_upper_MWh_recalc","REC_purchase_with_margin"
0,0,,,,,,,
0,0,,,,,,,
"f0509981","2021-04-01","2021-07-01",731712,43.99750754127052,1025759693.333332,8.92134878125384,102.13339270247202,205
"f0509981","2021-07-01","2021-10-01",356480,21.43497918349312,2161284268.8,18.79735663500693,77.64840812970509,156
"f0509981","2021-10-01","2022-01-01",0,0,2402727936,20.8972667602688,40.33172484731878,81
0,0,,,,,,,
0,0,,,,,,,
"f0417709","2021-04-01","2021-07-01",1088192,65.43248672476365,2108484109.5999987,18.338137347107036,161.6773044587104,324
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f0126469","2021-01-01","2021-04-01",1087808,65.40939698058035,1949622149.3333335,16.956465826161388,158.96611521701158,318
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f02492","2020-06-01","2021-01-01",221952,13.345872137945088,399650852.79999936,3.475886868753877,32.465994882929,65
"f02492","2021-01-01","2021-04-01",154208,9.272456434941951,679219087.7333301,5.907378131483056,29.297080713200263,59
"f02492","2021-04-01","2021-07-01",193152,11.614141324197888,980270242.1333344,8.52571297818946,38.86991880360758,78
"f02492","2021-07-01","2021-10-01",86784,5.218282185424896,1395614526.933334,12.138090470777392,33.49779922647042,67
"f02492","2021-10-01","2022-01-01",437408,26.301142770122752,2194408327.2000012,19.085446798773,87.5961178679688,176
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f01208636","2021-07-01","2021-10-01",463776,27.886638537375745,195362127.99999997,1.6991247500398556,57.10052314471211,115
"f01208636","2021-10-01","2022-01-01",621824,37.389992414150655,2182643922.666667,18.98312813999964,108.80012266951006,218
"f093658","2020-06-01","2021-01-01",452640,27.21703595606016,185740681.06666604,1.6154440552041465,55.64668642174011,112
"f093658","2021-01-01","2021-04-01",466368,28.04249431061299,1447926789.3333335,12.59306636955762,78.42663211272928,157
"f093658","2021-04-01","2021-07-01",165216,9.934362434863104,2347823757.3333325,20.41974816539997,58.58343345850773,118
"f093658","2021-07-01","2021-10-01",0,0,2393966592,20.821066646222064,40.184658627208584,81
"f093658","2021-10-01","2022-01-01",0,0,2393966592,20.821066646222064,40.184658627208584,81
0,0,,,,,,,
"f0152943","2021-01-01","2021-04-01",479456,28.829469758193664,270277233.3333336,2.3506845529905585,60.17769782058554,121
"f0152943","2021-04-01","2021-07-01",462016,27.780810543202303,1534975371.7333355,13.35015476906424,79.38276305267442,159
"f0152943","2021-07-01","2021-10-01",142144,8.547053638516735,2322414825.8666687,20.198758842806825,55.479418088954475,111
"f0152943","2021-10-01","2022-01-01",0,0,2392624127.9999995,20.809390822295544,40.1621242870304,81
"f0101017","2020-06-01","2021-01-01",92192,5.543462749339648,8242855.733333344,0.07169066149563344,10.837246082912094,22
"f0101017","2021-01-01","2021-04-01",991072,59.592705591738365,1230474873.8666673,10.701819917159298,135.66843423217247,272
"f0101017","2021-04-01","2021-07-01",0,0,2365848576,20.576515578946545,39.71267506736683,80
0,0,,,,,,,
"f0101017","2021-10-01","2022-01-01",0,0,2391846912,20.802631134759142,40.14907809008514,81
0,0,,,,,,,
0,0,,,,,,,
"f0805567","2021-04-01","2021-07-01",275392,16.559194870120447,194298171.46666798,1.689871191546927,35.22069749901803,71
"f0805567","2021-07-01","2021-10-01",807680,48.56542859886592,1996315708.5333333,17.362574128299514,127.24104526342929,255
"f0805567","2021-10-01","2022-01-01",0,0,2391422976,20.79894403246656,40.14196198266046,81
0,0,,,,,,,
"f0413050","2021-01-01","2021-04-01",244288,14.688925591273472,29397462.933333397,0.2556788123151793,28.843086498926098,58
"f0413050","2021-04-01","2021-07-01",832832,50.07780684287181,1663777654.3999941,14.470387992263719,124.57801603181157,250
"f0413050","2021-07-01","2021-10-01",5376,0.323256418566144,2385056163.1999993,20.743569895636153,40.658974786410425,82
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f081979","2021-07-01","2021-10-01",1082304,65.07844398061977,978737864.0000002,8.512385412404717,142.03030072853724,285
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f095997","2021-04-01","2021-07-01",117728,7.0789307375288315,10906669.86666666,0.09485867553084402,13.845413567205174,28
"f095997","2021-07-01","2021-10-01",963616,57.9417888826327,1995489090.1333318,17.3553847728361,145.32354515505477,291
0,0,,,,,,,
"f0101016","2020-06-01","2021-01-01",59552,3.580834493759488,7921005.333333334,0.0688914291876692,7.043971031288013,15
