"0","1","2","3","4","5","6","7","8"
"total_energy_upper_MWh","total_energy_records_found",,,,,,,
"f016238","2020-06-01","2021-01-01",2048,0.123145302310912,5515184.533333333,0.04796726283419516,0.33024725073005684,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f099021","2020-06-01","2021-01-01",1248,0.07504166859571199,470805.6,0.004094741675916657,0.15273327182424326,1
"f099021","2021-01-01","2021-04-01",800,0.048103633715199996,4248444.533333333,0.03695003391731171,0.1641535785307476,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f014634","2020-06-01","2021-01-01",2560,0.15393162788863998,7478540,0.06504317156170138,0.42262136293915886,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f023526","2020-06-01","2021-01-01",3648,0.219352569741312,7998585.6,0.06956616872166949,0.5576131652335543,2
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f010449","2020-06-01","2021-01-01",2016,0.121221156962304,5975710.933333334,0.05197260313375801,0.3342639569853997,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f01243","2020-06-01","2021-01-01",3136,0.188566244163584,8895450.4,0.07736647881615999,0.5132501553509059,2
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f01340675","2021-10-01","2022-01-01",1984,0.119297011613696,4054704,0.03526501267679478,0.2983047068806472,1
0,0,,,,,,,
"f0401416","2021-01-01","2021-04-01",832,0.050027779063807995,154779.4666666667,0.0013461648135369526,0.09915171168327575,1
"f0401416","2021-04-01","2021-07-01",448,0.026938034880512,2275962.1333333333,0.01979474543244214,0.09019426600400147,1
"f0401416","2021-07-01","2021-10-01",800,0.048103633715199996,3813141.8666666676,0.033164072214992006,0.15684667244527056,1
"f0401416","2021-10-01","2022-01-01",768,0.046179488366592,5970481.600000001,0.05192712200707376,0.1893457580211749,1
"f095935","2020-06-01","2021-01-01",1952,0.117372866265088,2025093.8666666667,0.017612866655543624,0.26052246453681904,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f09802","2020-06-01","2021-01-01",1952,0.117372866265088,5968845.333333333,0.05191289089063649,0.3267215113105483,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f029477","2020-06-01","2021-01-01",1952,0.117372866265088,4017206.933333333,0.03493888910986052,0.2939616878736506,1
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
0,0,,,,,,,
"f0134868","2021-01-01","2021-04-01",1952,0.117372866265088,3273228.0000000005,0.028468274605011768,0.28147340187929254,1
0,0,,,,,,,
