"minerID","location_code","location","start","end","REC_purchase"
"f09037","[""AS-SG""]","Asia - Singapore","2020-06-01","2021-01-01",10069
"f09037","[""AS-SG""]","Asia - Singapore","2021-01-01","2021-04-01",4394
"f09037","[""AS-SG""]","Asia - Singapore","2021-04-01","2021-07-01",6152
"f09037","[""AS-SG""]","Asia - Singapore","2021-07-01","2021-10-01",6558
"f09037","[""AS-SG""]","Asia - Singapore","2021-10-01","2022-01-01",4573
"f09652","[""AS-SG""]","Asia - Singapore","2020-06-01","2021-01-01",13049
"f09652","[""AS-SG""]","Asia - Singapore","2021-01-01","2021-04-01",7179
"f09652","[""AS-SG""]","Asia - Singapore","2021-04-01","2021-07-01",4416
"f09652","[""AS-SG""]","Asia - Singapore","2021-07-01","2021-10-01",4465
"f09652","[""AS-SG""]","Asia - Singapore","2021-10-01","2022-01-01",4465
"f01135819","[""AS-SG""]","Asia - Singapore","2021-07-01","2021-10-01",13962
"f01135819","[""AS-SG""]","Asia - Singapore","2021-10-01","2022-01-01",4656
"f01235","[""AS-SG""]","Asia - Singapore","2020-06-01","2021-01-01",9123
"f01235","[""AS-SG""]","Asia - Singapore","2021-01-01","2021-04-01",3568
"f01235","[""AS-SG""]","Asia - Singapore","2021-04-01","2021-07-01",4511
"f01235","[""AS-SG""]","Asia - Singapore","2021-07-01","2021-10-01",6284
"f01235","[""AS-SG""]","Asia - Singapore","2021-10-01","2022-01-01",3965
"f0440919","[""AS-CN-NORTH-NM""]","Asia - Mainland China - North - Inner Mongolia","2021-01-01","2021-04-01",1
"f0440919","[""AS-CN-NORTH-NM""]","Asia - Mainland China - North - Inner Mongolia","2021-04-01","2021-07-01",10
"f0440919","[""AS-CN-NORTH-NM""]","Asia - Mainland China - North - Inner Mongolia","2021-07-01","2021-10-01",8340
"f0440919","[""AS-CN-NORTH-NM""]","Asia - Mainland China - North - Inner Mongolia","2021-10-01","2022-01-01",9497
"f01238519","[""NA-CA""]","North America - Canada","2021-07-01","2021-10-01",3050
"f01238519","[""NA-CA""]","North America - Canada","2021-10-01","2022-01-01",11035
"f0227531","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-01-01","2021-04-01",13
"f0227531","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-04-01","2021-07-01",582
"f0227531","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-07-01","2021-10-01",450
"f0227531","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-10-01","2022-01-01",236
"f0490501","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-07-01","2021-10-01",892
"f0490501","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-10-01","2022-01-01",236
"f0417826","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-07-01","2021-10-01",814
"f0417826","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-10-01","2022-01-01",236
"f0232459","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-01-01","2021-04-01",791
"f0232459","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-04-01","2021-07-01",233
"f0232459","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-07-01","2021-10-01",235
"f0232459","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-10-01","2022-01-01",235
"f0227472","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-04-01","2021-07-01",847
"f0227472","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-10-01","2022-01-01",235
"f01423546","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-10-01","2022-01-01",1103
"f0864910","[""AS-KR""]","Asia - Korea","2021-04-01","2021-07-01",72
"f0864910","[""AS-KR""]","Asia - Korea","2021-07-01","2021-10-01",567
"f0864910","[""AS-KR""]","Asia - Korea","2021-10-01","2022-01-01",392
"f0750779","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2021-04-01","2021-07-01",310
"f0750779","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2021-07-01","2021-10-01",600
"f0759826","[""AS-KR""]","Asia - Korea","2021-04-01","2021-07-01",467
"f0759826","[""AS-KR""]","Asia - Korea","2021-07-01","2021-10-01",492
"f0759826","[""AS-KR""]","Asia - Korea","2021-10-01","2022-01-01",228
"f01115166","[""AS-KR""]","Asia - Korea","2021-07-01","2021-10-01",819
"f01115166","[""AS-KR""]","Asia - Korea","2021-10-01","2022-01-01",403
"f0241764","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2021-01-01","2021-04-01",105
"f0241764","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2021-04-01","2021-07-01",251
"f0241764","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2021-07-01","2021-10-01",340
"f0241764","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2021-10-01","2022-01-01",686
"f02399","[""AS-CN-EAST-SH""]","Asia - Mainland China - East - Shanghai","2020-06-01","2021-01-01",994
"f02399","[""AS-CN-EAST-SH""]","Asia - Mainland China - East - Shanghai","2021-01-01","2021-04-01",221
"f02399","[""AS-CN-EAST-SH""]","Asia - Mainland China - East - Shanghai","2021-04-01","2021-07-01",223
"f02399","[""AS-CN-EAST-SH""]","Asia - Mainland China - East - Shanghai","2021-07-01","2021-10-01",226
"f02399","[""AS-CN-EAST-SH""]","Asia - Mainland China - East - Shanghai","2021-10-01","2022-01-01",226
"f0469168","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-04-01","2021-07-01",4590
"f0469168","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-07-01","2021-10-01",3820
"f0469168","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-10-01","2022-01-01",1977
"f0427989","[""AS-CN-SOUTHWEST-CQ""]","Asia - Mainland China - Southwest - Chongqing","2021-01-01","2021-04-01",147
"f0427989","[""AS-CN-SOUTHWEST-CQ""]","Asia - Mainland China - Southwest - Chongqing","2021-04-01","2021-07-01",1947
"f0427989","[""AS-CN-SOUTHWEST-CQ""]","Asia - Mainland China - Southwest - Chongqing","2021-07-01","2021-10-01",3292
"f0427989","[""AS-CN-SOUTHWEST-CQ""]","Asia - Mainland China - Southwest - Chongqing","2021-10-01","2022-01-01",3677
"f0102641","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2020-06-01","2021-01-01",52
"f0102641","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-01-01","2021-04-01",545
"f0102641","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-04-01","2021-07-01",385
"f0102641","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-07-01","2021-10-01",223
"f0102641","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-10-01","2022-01-01",223
"f01038099","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-04-01","2021-07-01",21
"f01038099","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-07-01","2021-10-01",674
"f01038099","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-10-01","2022-01-01",283
"f0511732","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-04-01","2021-07-01",281
"f0511732","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-07-01","2021-10-01",578
"f0143110","[""AS-CN-XX""]","Asia - Mainland China - Others Combined","2021-01-01","2021-04-01",466
"f0143110","[""AS-CN-XX""]","Asia - Mainland China - Others Combined","2021-04-01","2021-07-01",464
"f0143110","[""AS-CN-XX""]","Asia - Mainland China - Others Combined","2021-07-01","2021-10-01",224
"f0144194","[""AS-CN-XX""]","Asia - Mainland China - Others Combined","2021-01-01","2021-04-01",411
"f0144194","[""AS-CN-XX""]","Asia - Mainland China - Others Combined","2021-04-01","2021-07-01",164
"f0144194","[""AS-CN-XX""]","Asia - Mainland China - Others Combined","2021-07-01","2021-10-01",484
"f023200","[""AS-CN-EAST-SH""]","Asia - Mainland China - East - Shanghai","2020-06-01","2021-01-01",829
"f023200","[""AS-CN-EAST-SH""]","Asia - Mainland China - East - Shanghai","2021-01-01","2021-04-01",214
"f023200","[""AS-CN-EAST-SH""]","Asia - Mainland China - East - Shanghai","2021-04-01","2021-07-01",216
"f023200","[""AS-CN-EAST-SH""]","Asia - Mainland China - East - Shanghai","2021-07-01","2021-10-01",219
"f023200","[""AS-CN-EAST-SH""]","Asia - Mainland China - East - Shanghai","2021-10-01","2022-01-01",219
"f0833793","[""AS-CN-NORTH-HA""]","Asia - Mainland China - North - Henan","2021-04-01","2021-07-01",341
"f0833793","[""AS-CN-NORTH-HA""]","Asia - Mainland China - North - Henan","2021-07-01","2021-10-01",542
"f0833793","[""AS-CN-NORTH-HA""]","Asia - Mainland China - North - Henan","2021-10-01","2022-01-01",217
"f01141518","[""AS-CN-NORTHEAST-XX""]","Asia - Mainland China - Northeast - Combined","2021-07-01","2021-10-01",716
"f01141518","[""AS-CN-NORTHEAST-XX""]","Asia - Mainland China - Northeast - Combined","2021-10-01","2022-01-01",217
"f0124036","[""AS-CN-SOUTHCENTRAL-JX""]","Asia - Mainland China - South-Central - Jiangxi","2021-01-01","2021-04-01",115
"f0124036","[""AS-CN-SOUTHCENTRAL-JX""]","Asia - Mainland China - South-Central - Jiangxi","2021-04-01","2021-07-01",31
"f0124036","[""AS-CN-SOUTHCENTRAL-JX""]","Asia - Mainland China - South-Central - Jiangxi","2021-07-01","2021-10-01",427
"f0124036","[""AS-CN-SOUTHCENTRAL-JX""]","Asia - Mainland China - South-Central - Jiangxi","2021-10-01","2022-01-01",415
"f0154988","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-01-01","2021-04-01",515
"f0154988","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-04-01","2021-07-01",406
"f0154988","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-07-01","2021-10-01",215
"f01152462","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2021-07-01","2021-10-01",675
"f01152462","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2021-10-01","2022-01-01",261
"f01314","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2020-06-01","2021-01-01",439
"f01314","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-01-01","2021-04-01",422
"f01314","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-04-01","2021-07-01",211
"f01314","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-07-01","2021-10-01",213
"f01314","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-10-01","2022-01-01",213
"f0146165","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-01-01","2021-04-01",430
"f0146165","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-04-01","2021-07-01",458
"f0146165","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-07-01","2021-10-01",213
"f01251528","[""AS-CN-XX""]","Asia - Mainland China - Others Combined","2021-07-01","2021-10-01",37
"f01251528","[""AS-CN-XX""]","Asia - Mainland China - Others Combined","2021-10-01","2022-01-01",1286
"f034658","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2020-06-01","2021-01-01",22
"f034658","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-01-01","2021-04-01",20
"f034658","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-04-01","2021-07-01",283
"f034658","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-07-01","2021-10-01",560
"f0102374","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2020-06-01","2021-01-01",54
"f0102374","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-01-01","2021-04-01",324
"f0102374","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-04-01","2021-07-01",300
"f0102374","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-07-01","2021-10-01",353
"f0102374","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-10-01","2022-01-01",214
"f074738","[""AS-KR""]","Asia - Korea","2020-06-01","2021-01-01",141
"f074738","[""AS-KR""]","Asia - Korea","2021-01-01","2021-04-01",325
"f074738","[""AS-KR""]","Asia - Korea","2021-04-01","2021-07-01",398
"f074738","[""AS-KR""]","Asia - Korea","2021-07-01","2021-10-01",253
"f074738","[""AS-KR""]","Asia - Korea","2021-10-01","2022-01-01",211
"f01305881","[""AS-CN-XX""]","Asia - Mainland China - Others Combined","2021-07-01","2021-10-01",32
"f01305881","[""AS-CN-XX""]","Asia - Mainland China - Others Combined","2021-10-01","2022-01-01",1046
"f054418","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2020-06-01","2021-01-01",18
"f054418","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-04-01","2021-07-01",514
"f054418","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-07-01","2021-10-01",251
"f054418","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-10-01","2022-01-01",373
"f014569","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2020-06-01","2021-01-01",843
"f014569","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-01-01","2021-04-01",205
"f014569","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-04-01","2021-07-01",207
"f014569","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-07-01","2021-10-01",209
"f014569","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-10-01","2022-01-01",209
"f087896","[""AS-CN-NORTHWEST-SN""]","Asia - Mainland China - Northwest - Shaanxi","2021-07-01","2021-10-01",540
"f087896","[""AS-CN-NORTHWEST-SN""]","Asia - Mainland China - Northwest - Shaanxi","2021-10-01","2022-01-01",359
"f054420","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2020-06-01","2021-01-01",45
"f054420","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-01-01","2021-04-01",252
"f054420","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-04-01","2021-07-01",141
"f054420","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-07-01","2021-10-01",396
"f054420","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-10-01","2022-01-01",273
"f087871","[""AS-CN-NORTHWEST-SN""]","Asia - Mainland China - Northwest - Shaanxi","2021-04-01","2021-07-01",13
"f087871","[""AS-CN-NORTHWEST-SN""]","Asia - Mainland China - Northwest - Shaanxi","2021-07-01","2021-10-01",7
"f087871","[""AS-CN-NORTHWEST-SN""]","Asia - Mainland China - Northwest - Shaanxi","2021-10-01","2022-01-01",737
"f0454186","[""AS-CN-NORTH-HA""]","Asia - Mainland China - North - Henan","2021-07-01","2021-10-01",173
"f0454186","[""AS-CN-NORTH-HA""]","Asia - Mainland China - North - Henan","2021-10-01","2022-01-01",633
"f01216923","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-07-01","2021-10-01",281
"f01216923","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-10-01","2022-01-01",588
"f0461791","[""AS-KR""]","Asia - Korea","2021-01-01","2021-04-01",3
"f0461791","[""AS-KR""]","Asia - Korea","2021-04-01","2021-07-01",62
"f0461791","[""AS-KR""]","Asia - Korea","2021-07-01","2021-10-01",432
"f0461791","[""AS-KR""]","Asia - Korea","2021-10-01","2022-01-01",552
"f042635","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2020-06-01","2021-01-01",447
"f042635","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-01-01","2021-04-01",401
"f042635","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-07-01","2021-10-01",201
"f0715561","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-04-01","2021-07-01",570
"f0715561","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-07-01","2021-10-01",293
"f0715561","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-10-01","2022-01-01",200
"f039515","[""AS-CN-SOUTHWEST-CQ""]","Asia - Mainland China - Southwest - Chongqing","2020-06-01","2021-01-01",504
"f039515","[""AS-CN-SOUTHWEST-CQ""]","Asia - Mainland China - Southwest - Chongqing","2021-01-01","2021-04-01",330
"f039515","[""AS-CN-SOUTHWEST-CQ""]","Asia - Mainland China - Southwest - Chongqing","2021-04-01","2021-07-01",207
"f039515","[""AS-CN-SOUTHWEST-CQ""]","Asia - Mainland China - Southwest - Chongqing","2021-07-01","2021-10-01",198
"f039515","[""AS-CN-SOUTHWEST-CQ""]","Asia - Mainland China - Southwest - Chongqing","2021-10-01","2022-01-01",198
"f024511","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2020-06-01","2021-01-01",729
"f024511","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-01-01","2021-04-01",204
"f024511","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-04-01","2021-07-01",197
"f024511","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-07-01","2021-10-01",199
"f024511","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-10-01","2022-01-01",199
"f01289","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2020-06-01","2021-01-01",739
"f01289","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-01-01","2021-04-01",220
"f01289","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-04-01","2021-07-01",197
"f0157941","[""AS-CN-SOUTHCENTRAL-HN""]","Asia - Mainland China - South-Central - Hunan","2021-01-01","2021-04-01",237
"f0157941","[""AS-CN-SOUTHCENTRAL-HN""]","Asia - Mainland China - South-Central - Hunan","2021-04-01","2021-07-01",555
"f01085801","[""AS-CN-SOUTHWEST-GZ""]","Asia - Mainland China - Southwest - Guizhou","2021-07-01","2021-10-01",614
"f01085801","[""AS-CN-SOUTHWEST-GZ""]","Asia - Mainland China - Southwest - Guizhou","2021-10-01","2022-01-01",302
"f0143928","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-01-01","2021-04-01",63
"f0143928","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-04-01","2021-07-01",17
"f0143928","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-07-01","2021-10-01",471
"f0143928","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-10-01","2022-01-01",454
"f01084913","[""AS-CN-SOUTHCENTRAL-HN""]","Asia - Mainland China - South-Central - Hunan","2021-07-01","2021-10-01",736
"f01084913","[""AS-CN-SOUTHCENTRAL-HN""]","Asia - Mainland China - South-Central - Hunan","2021-10-01","2022-01-01",194
"f034701","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2020-06-01","2021-01-01",75
"f034701","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-01-01","2021-04-01",30
"f034701","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-04-01","2021-07-01",334
"f034701","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-07-01","2021-10-01",431
"f0449662","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-01-01","2021-04-01",19
"f0449662","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-04-01","2021-07-01",522
"f0449662","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-07-01","2021-10-01",322
"f0449662","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-10-01","2022-01-01",190
"f0149026","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-01-01","2021-04-01",392
"f0149026","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-04-01","2021-07-01",228
"f0149026","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-07-01","2021-10-01",299
"f0149026","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-10-01","2022-01-01",188
"f01479781","[""AS-SG""]","Asia - Singapore","2021-10-01","2022-01-01",10100
"f01210575","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-07-01","2021-10-01",612
"f0432594","[""AS-CN-NORTH-HA""]","Asia - Mainland China - North - Henan","2021-01-01","2021-04-01",33
"f0432594","[""AS-CN-NORTH-HA""]","Asia - Mainland China - North - Henan","2021-04-01","2021-07-01",289
"f0432594","[""AS-CN-NORTH-HA""]","Asia - Mainland China - North - Henan","2021-07-01","2021-10-01",365
"f0432594","[""AS-CN-NORTH-HA""]","Asia - Mainland China - North - Henan","2021-10-01","2022-01-01",306
"f010254","[""AS-JP""]","Asia - Japan","2020-06-01","2021-01-01",136
"f010254","[""AS-JP""]","Asia - Japan","2021-01-01","2021-04-01",239
"f010254","[""AS-JP""]","Asia - Japan","2021-04-01","2021-07-01",104
"f010254","[""AS-JP""]","Asia - Japan","2021-07-01","2021-10-01",186
"f010254","[""AS-JP""]","Asia - Japan","2021-10-01","2022-01-01",518
"f0114924","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2020-06-01","2021-01-01",9
"f0114924","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-01-01","2021-04-01",592
"f0114924","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-04-01","2021-07-01",156
"f0114924","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-07-01","2021-10-01",157
"f0114924","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-10-01","2022-01-01",252
"f0397837","[""AS-CN-SOUTHCENTRAL-JX""]","Asia - Mainland China - South-Central - Jiangxi","2021-01-01","2021-04-01",194
"f0397837","[""AS-CN-SOUTHCENTRAL-JX""]","Asia - Mainland China - South-Central - Jiangxi","2021-04-01","2021-07-01",537
"f0397837","[""AS-CN-SOUTHCENTRAL-JX""]","Asia - Mainland China - South-Central - Jiangxi","2021-10-01","2022-01-01",181
"f01037628","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-04-01","2021-07-01",379
"f01037628","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-07-01","2021-10-01",372
"f0102358","[""AS-CN-SOUTHWEST-GZ""]","Asia - Mainland China - Southwest - Guizhou","2020-06-01","2021-01-01",406
"f0102358","[""AS-CN-SOUTHWEST-GZ""]","Asia - Mainland China - Southwest - Guizhou","2021-01-01","2021-04-01",349
"f0102358","[""AS-CN-SOUTHWEST-GZ""]","Asia - Mainland China - Southwest - Guizhou","2021-04-01","2021-07-01",179
"f0102358","[""AS-CN-SOUTHWEST-GZ""]","Asia - Mainland China - Southwest - Guizhou","2021-07-01","2021-10-01",181
"f0102358","[""AS-CN-SOUTHWEST-GZ""]","Asia - Mainland China - Southwest - Guizhou","2021-10-01","2022-01-01",181
"f03482","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2020-06-01","2021-01-01",439
"f03482","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-01-01","2021-04-01",341
"f03482","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-04-01","2021-07-01",178
"f03482","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-07-01","2021-10-01",180
"f03482","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-10-01","2022-01-01",180
"f09693","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2020-06-01","2021-01-01",698
"f09693","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-01-01","2021-04-01",176
"f09693","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-04-01","2021-07-01",178
"f09693","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-07-01","2021-10-01",180
"f09693","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-10-01","2022-01-01",180
"f0217771","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-01-01","2021-04-01",47
"f0217771","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-04-01","2021-07-01",307
"f0217771","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-07-01","2021-10-01",425
"f0426933","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-01-01","2021-04-01",72
"f0426933","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-04-01","2021-07-01",469
"f0426933","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-07-01","2021-10-01",271
"f01385207","[""NA-US-MIDWEST-NE""]","North America - USA - Midwest - Nebraska","2021-10-01","2022-01-01",1037
"f0766177","[""AS-CN-NORTH-NM""]","Asia - Mainland China - North - Inner Mongolia","2021-04-01","2021-07-01",514
"f0766177","[""AS-CN-NORTH-NM""]","Asia - Mainland China - North - Inner Mongolia","2021-07-01","2021-10-01",219
"f0766177","[""AS-CN-NORTH-NM""]","Asia - Mainland China - North - Inner Mongolia","2021-10-01","2022-01-01",204
"f020385","[""AS-KR""]","Asia - Korea","2020-06-01","2021-01-01",105
"f020385","[""AS-KR""]","Asia - Korea","2021-01-01","2021-04-01",219
"f020385","[""AS-KR""]","Asia - Korea","2021-04-01","2021-07-01",251
"f020385","[""AS-KR""]","Asia - Korea","2021-07-01","2021-10-01",297
"f020385","[""AS-KR""]","Asia - Korea","2021-10-01","2022-01-01",175
"f0111174","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2020-06-01","2021-01-01",3
"f0111174","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-01-01","2021-04-01",146
"f0111174","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-04-01","2021-07-01",331
